Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Grant           1     1     1     1     1     1     1
Greenbrier      3     3     3     3     3     5     6
Hampshire       7     7     7     7     7     7     7
Hancock         8     8     9    10    10    11    11
Hardy           3     4     5     5     6     7     7
Harrison       30    30    30    30    30    30    31
Jackson       127   129   129   130   130   130   130
Jefferson      72    77    77    79    79    79    81
Kanawha       155   157   157   160   161   168   167
Lewis           4     4     4     4     4     4     4
Lincoln         1     1     1     2     2     2     2
Logan          12    12    12    13    13    13    13
Marion         45    45    45    45    46    46    46
Marshall       11    11    11    12    13    15    16
Mason          11    12    12    12    12    12    12
McDowell        6     6     6     6     6     6     6
Mercer          9     9    10    10    10    10    10
Mineral        15    15    15    17    18    18    18
Mingo           2     2     2     2     2     2     2
Monongalia    102   103   103   102   102   105   105
Monroe          5     5     5     5     5     5     5
Morgan          9     9    10    11    12    13    13
Nicholas        6     6     6     6     6     6     6
Ohio           26    26    27    27    29    33    33
Pendleton       3     3     3     3     3     3     3
Pleasants       2     2     2     2     2     2     2
Pocahontas      1     2     2     2     2     2     2
Preston        13    13    13    13    13    13    13
Putnam         18    22    25    25    27    27    28
Raleigh         8     8     8     8     9    10    11
Randolph        4     4     4     4     4     4     4
Ritchie         0     0     0     0     0     0     1
Roane           4     4     6     6     6     7     7
Summers         1     1     1     1     1     1     1
Taylor          6     6     6     6     6     7     7
Tucker          4     4     4     4     4     4     4
Tyler           3     3     3     3     3     3     3
Unassigned      0     0     0     0     0     0     0
Upshur          4     4     4     4     4     4     4
Wayne          82    84    85    85    86    90    89
Webster         0     0     0     0     0     0     0
Wetzel          3     3     3     3     3     3     3
Wirt            3     3     3     3     3     3     3
Wood           35    39    39    38    40    41    41
Wyoming         1     1     1     1     1     1     1
totals       1063  1095  1110  1125  1152  1185  1195

Wisconsin
date          4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams            4     4     4     4     4     4     4
Ashland          2     2     2     2     2     2     2
Barron           6     6     6     6     6     7     7
Bayfield         3     3     3     3     3     3     3
Brown          853   920   971  1057  1175  1272  1358
Buffalo          4     4     4     4     4     4     4
Burnett          0     0     0     0     0     0     0
Calumet          9    10    12    13    14    16    18
Chippewa        20    21    21    22    23    23    25
Clark           19    20    20    20    20    20    21
Columbia        27    27    27    27    28    29    29
Crawford         3     3     3     3     3     4     5
Dane           412   417   424   428   430   433   436
Dodge           30    32    33    33    36    38    38
Door            10    12    12    12    12    14    15
Douglas          9     9     9     9     9     9     9
Dunn             9     9     9     9     9    10    12
Eau Claire      25    27    27    28    28    34    36
Florence         2     2     2     2     2     2     2
Fond du Lac     69    69    69    69    71    73    73
Forest           0     0     0     0     0     0     0
