Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Josephine       1     1     1     1     1     1     1
Klamath         0     0     0     0     0     0     0
Lake            0     0     0     0     0     0     0
Lane            2     2     2     2     2     2     2
Lincoln         0     0     0     0     0     0     0
Linn            7     7     7     7     7     7     7
Malheur         0     0     0     0     0     0     0
Marion         15    17    17    18    18    19    19
Morrow          0     0     0     0     0     0     0
Multnomah      37    40    42    43    44    46    46
Polk            1     1     1     1     1     2     2
Sherman         0     0     0     0     0     0     0
Tillamook       0     0     0     0     0     0     0
Umatilla        0     0     0     0     0     1     1
Unassigned      0     0     0     0     0     0     0
Union           0     0     0     0     0     0     0
Wallowa         0     0     0     0     0     0     0
Wasco           1     1     1     1     1     1     1
Washington     11    11    11    11    11    11    11
Wheeler         0     0     0     0     0     0     0
Yamhill         6     7     7     7     7     7     7
totals         92    99   101   103   104   109   109

Pennsylvania
date             4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams               1     1     4     4     4     4     4
Allegheny          79    87    86    94    99   102   102
Armstrong           2     2     2     2     2     2     2
Beaver             46    59    65    65    67    68    68
Bedford             1     1     1     1     1     1     1
Berks              89    91   116   117   117   118   118
Blair               0     0     0     0     0     0     0
Bradford            2     2     2     2     2     2     2
Bucks             148   168   185   205   225   237   240
Butler              6     6     6     6     6     6     6
Cambria             1     1     1     1     1     1     1
Cameron             0     0     0     0     0     0     0
Carbon             12    13    14    15    15    15    15
Centre              1     1     1     1     1     1     1
Chester            81    85   101   111   111   117   117
Clarion             1     1     1     1     1     1     1
Clearfield          0     0     0     0     0     0     0
Clinton             0     0     0     0     0     0     0
Columbia            7     8    14    13    13    13    13
Crawford            0     0     0     0     0     0     0
Cumberland          9    10    15    16    17    17    18
Dauphin            21    20    21    25    25    25    28
Delaware          142   161   224   235   240   255   255
Elk                 0     0     0     0     0     0     0
Erie                2     2     2     2     2     2     2
Fayette             4     4     4     4     4     4     4
Forest              0     0     0     0     0     0     0
Franklin            2     4     6     6     7     8     8
Fulton              0     0     0     0     0     0     0
Greene              0     0     0     0     0     0     1
Huntingdon          0     0     0     0     0     0     0
Indiana             4     4     4     4     4     4     4
Jefferson           0     0     0     0     0     0     0
Juniata             0     0     1     1     1     1     1
Lackawanna         63    71    81    82    83    83    86
Lancaster         152   164   164   170   173   173   173
Lawrence            5     5     6     6     6     6     6
Lebanon             7     8     9     9     9    10    10
Lehigh             56    64    72    74    80    83    83
Luzerne            71    74    82    88    92    97    97
Lycoming            0     0     0     0     1     1     2
McKean              0     0     0     0     0     0     0
McKean              0     0     0     0     0     0     0
Mercer              1     1     1     1     1     1     1
Mifflin             0     0     0     0     0     0     0
Monroe             46    48    54    54    54    55    55
Montgomery        232   249   329   351   362   369   381
Montour             0     0     0     0     0     0     0
Northampton        49    55    85    94    94    94    94
Northumberland      0     0     0     0     0     0     0
Perry               1     1     1     1     1     1     1
Philadelphia      484   516   541   541   638   638   638
Pike               12    12    14    14    15    15    16
Potter              0     0     0     0     0     0     0
Schuylkill          5     5     5     6     6     7     7
Snyder              1     1     1     1     1     1     1
Somerset            0     0     0     0     0     1     1
Sullivan            0     0     0     0     0     0     0
Susquehanna         4     4     8     8     8     9     9
